호선,외부코드,전철역코드,전철역명,출구번호,역세권명
B,K225,1853,모란,9,성수초등학교(50)
B,K226,1854,야탑,1,야탑중학교
B,K226,1854,야탑,1,야탑동사무소
B,K226,1854,야탑,1,성남세관
B,K226,1854,야탑,1,성남정산고
B,K226,1854,야탑,1,중탑초등학교
B,K226,1854,야탑,1,야탑우체국
B,K226,1854,야탑,2,탑마을
B,K226,1854,야탑,2,돌마초등학교
B,K226,1854,야탑,2,영덕여자고등학교
B,K226,1854,야탑,2,시립도서관
B,K226,1854,야탑,2,여성회관
B,K226,1854,야탑,3,분당경찰서
B,K226,1854,야탑,3,이매중/ 고교
B,K226,1854,야탑,3,분당보건소
B,K226,1854,야탑,4,야탑초등학교
B,K226,1854,야탑,4,모란차량기지
B,K226,1854,야탑,4,성남고속버스터미널
B,K226,1854,야탑,4,경륜분당사업소
B,K228,1855,서현,1,한국국토정보공사 성남지사
B,K228,1855,서현,2,서현1동주민센터
B,K228,1855,서현,2,서현1동우체국
B,K228,1855,서현,2,서현지구대
B,K228,1855,서현,3,분당중앙공원
B,K228,1855,서현,3,CJ올리브
B,K229,1856,수내,1,수내1동사무소
B,K229,1856,수내,1,수내중.고교
B,K229,1856,수내,2,내정중학교
B,K229,1856,수내,2,분당고등학교
B,K229,1856,수내,2,분당초등학교
B,K229,1856,수내,3,낙생중.고교
B,K229,1856,수내,3,성남농협
B,K229,1856,수내,4,분당구청
B,K230,1857,정자,1,정자2동주민센터
B,K230,1857,정자,1,신기초등학교
B,K230,1857,정자,1,한솔초등학교
B,K230,1857,정자,1,한솔고등학교
B,K230,1857,정자,2,KT본사
B,K230,1857,정자,2,정자동주민센터
B,K230,1857,정자,2,주택전시관
B,K230,1857,정자,2,분당중학교
B,K230,1857,정자,2,정자중학교
B,K230,1857,정자,3,네이버 그린팩토리
B,K230,1857,정자,3,정자1동주민센터
B,K230,1857,정자,3,성남분당경찰서
B,K230,1857,정자,4,SK U타워
B,K230,1857,정자,4,SK하이닉스
B,K230,1857,정자,4,국립국제교육원
B,K230,1857,정자,4,SK 씨엔씨
B,K230,1857,정자,5,금융결제원 분당센터
B,K230,1857,정자,5,정자청소년수련관
B,K230,1857,정자,5,늘푸른고등학교
B,K230,1857,정자,5,정자동카페거리
B,K230,1857,정자,6,백현초등학교
B,K230,1857,정자,6,백현중학교
B,K231,1858,미금,1,분당정보산업고등학교
B,K231,1858,미금,1,주택전시관
B,K231,1858,미금,2,청솔초등학교
B,K231,1858,미금,2,한국가스공사
B,K231,1858,미금,3,한국토지공사
B,K231,1858,미금,3,우체국
B,K231,1858,미금,4,미금초등학교
B,K231,1858,미금,4,건영빌라
B,K231,1858,미금,4,소방파출소
B,K231,1858,미금,5,오리방면
B,K231,1858,미금,6,2001아울렛
B,K231,1858,미금,7,수지물류센터
B,K231,1858,미금,7,코오롱트리플러스
B,K231,1858,미금,8,금곡동사무소
B,K231,1858,미금,8,금곡동파출소
B,K231,1858,미금,8,YMCA
B,K232,1859,오리,1,대한주택공사
B,K232,1859,오리,1,주거문화원
B,K232,1859,오리,2,국민은행
B,K232,1859,오리,3,구미동
B,K232,1859,오리,3,무지개마을
B,K232,1859,오리,4,하나로클럽
B,K232,1859,오리,4,수지/구성/신갈방면
B,K232,1859,오리,4,경찰대학교방면
B,K232,1859,오리,5,하나로클럽
B,K232,1859,오리,6,홈에버
B,K232,1859,오리,6,CGV오리11
B,K232,1859,오리,6,월드유통
B,K232,1859,오리,7,성남우편집중국
B,K232,1859,오리,7,시그마II
B,K227,1860,이매,1,태원고등학교
B,K227,1860,이매,3,돌마고등학교
B,K227,1860,이매,3,송림고등학교
B,K227,1860,이매,4,성남상공회의소
B,K227,1860,이매,4,안말초등학교
B,K227,1860,이매,4,이매고등학교
B,K227,1860,이매,5,매송중학교
B,K227,1860,이매,6,분당소방서
B,K227,1860,이매,6,이매1동사무소
B,K227,1860,이매,6,이매2동사무소
B,K227,1860,이매,6,이매초등학교
B,K227,1860,이매,6,이매파출소
B,K234,1861,보정,1,삼성휴먼센타
B,K233,1862,죽전,1,풍덕천사거리
B,K233,1862,죽전,1,수지지구대
B,K233,1862,죽전,1,수지119안전센터
B,K233,1862,죽전,1,문정중학교
B,K233,1862,죽전,1,용인신촌초등학교
B,K233,1862,죽전,1,죽전사거리
B,K233,1862,죽전,1,단국대방면
B,K233,1862,죽전,1,신세계백화점
B,K233,1862,죽전,2,죽전사거리
B,K233,1862,죽전,2,죽전삼거리
B,K233,1862,죽전,2,죽전교
B,K233,1862,죽전,2,엑스파크
B,K233,1862,죽전,2,용인신촌초등학교
B,K233,1862,죽전,2,죽전체육공원
B,K233,1862,죽전,2,보정동주민센터
B,K233,1862,죽전,2,단국대학교방면
B,K233,1862,죽전,3,풍덕천사거리
B,K233,1862,죽전,3,수지지구대
B,K233,1862,죽전,3,수지119안전센터
B,K233,1862,죽전,3,문정중학교방면
B,K233,1862,죽전,3,수지구청방면
B,K233,1862,죽전,3,수지우체국방면
B,K235,1863,구성,1,마북초등학교
B,K235,1863,구성,2,마북초등학교
B,K235,1863,구성,3,마북동
B,K236,1864,신갈,1,용인운전면허시험장
B,K236,1864,신갈,2,용인시립도서관
B,K236,1864,신갈,2,만골근린공원
B,K236,1864,신갈,2,언남초등학교
B,K236,1864,신갈,2,새천년그린빌(1~5단지)
B,K236,1864,신갈,3,기흥구청
B,K236,1864,신갈,3,산양초등학교
B,K236,1864,신갈,3,관곡초등학교
B,K236,1864,신갈,3,기흥고등학교
B,K236,1864,신갈,3,신갈중학교
B,K236,1864,신갈,3,구갈중학교
B,K236,1864,신갈,4,신갈운전면허시험장사거리
B,K237,1865,기흥,1,기남방송
B,K237,1865,기흥,2,용인구갈롯데캐슬아파트
B,K237,1865,기흥,3,태평양
B,K237,1865,기흥,4,퍼시픽글라스
B,K237,1865,기흥,5,신갈고등학교
B,K237,1865,기흥,6,기흥구청
B,K237,1865,기흥,6,구갈초등학교
B,K237,1865,기흥,7,기흥구청
B,K237,1865,기흥,7,구갈초등학교
B,K237,1865,기흥,8,백남준아트센터
B,K237,1865,기흥,8,기흥구청
B,K237,1865,기흥,8,강남병원
B,K237,1865,기흥,8,경기도박물관
B,K237,1865,기흥,8,신갈우체국
B,K237,1865,기흥,8,신갈고등학교
B,K238,1866,상갈,1,보정동주민센터
B,K238,1866,상갈,1,보라동방면
B,K238,1866,상갈,3,용인서부경찰서
B,K238,1866,상갈,4,분당차량사업소
B,K238,1866,상갈,4,금화마을
B,K239,1867,청명,1,청명초등학교
B,K239,1867,청명,2,수원하이텍고등학교
B,K239,1867,청명,2,신성초등학교
B,K239,1867,청명,3,샛별공원
B,K239,1867,청명,4,영덕초등학교
B,K239,1867,청명,4,영덕중학교
B,K239,1867,청명,5,청명고등학교
B,K239,1867,청명,5,경기수원외국인학교
B,K239,1867,청명,6,청명중학교
B,K240,1868,영통,1,동수원세무서
B,K240,1868,영통,1,수원우편집중국
B,K240,1868,영통,1,직녀광장
B,K240,1868,영통,2,영일중학교
B,K240,1868,영통,2,경희대학교
B,K240,1868,영통,3,영일초등학교
B,K240,1868,영통,3,영일중학교
B,K240,1868,영통,3,경희대학교
B,K240,1868,영통,4,살구골삼거리
B,K240,1868,영통,5,영동초등학교
B,K240,1868,영통,5,태장중학교
B,K240,1868,영통,6,영덕고등학교
B,K240,1868,영통,6,영통초등학교·중학교
B,K240,1868,영통,6,영통중학교
B,K240,1868,영통,7,영통119안전센터
B,K240,1868,영통,7,영통청소년문화의집
B,K240,1868,영통,8,견우광장
B,K240,1868,영통,8,영통보건소
B,K240,1868,영통,8,동수원등기소
B,K241,1869,망포,1,수원어린이교통공원
B,K241,1869,망포,1,디지털 엠파이어
B,K241,1869,망포,1,영통패션타운
B,K241,1869,망포,2,망포공원
B,K241,1869,망포,2,현대프라자
B,K241,1869,망포,3,태장초등학교
B,K241,1869,망포,4,영통2동 주민센터
B,K241,1869,망포,4,영동중학교
B,K241,1869,망포,4,태장고등학교
B,K241,1869,망포,4,신명초등학교
B,K241,1869,망포,5,영통2동 주민센터
B,K241,1869,망포,5,영동중학교
B,K241,1869,망포,5,태장고등학교
B,K241,1869,망포,5,신명초등학교
B,K241,1869,망포,6,영통2동 주민센터
B,K241,1869,망포,6,영동중학교
B,K241,1869,망포,6,태장고등학교
B,K241,1869,망포,6,신명초등학교
B,K241,1869,망포,7,영통2동 주민센터
B,K241,1869,망포,7,영동중학교
B,K241,1869,망포,7,태장고등학교
B,K241,1869,망포,7,신명초등학교
B,K241,1869,망포,7,한울어린이공원
B,K241,1869,망포,8,영통구
B,K241,1869,망포,8,태장고등학교
B,K241,1869,망포,8,신명초등학교
B,K241,1869,망포,8,한울어린이공원
B,K241,1869,망포,8,벽적공원
B,K242,1870,매탄권선,1,매탄권선역사거리
B,K242,1870,매탄권선,2,명당초등학교
B,K242,1870,매탄권선,3,경기도소방재난본부
B,K242,1870,매탄권선,3,효정초등학교
B,K242,1870,매탄권선,4,매탄3동주민센터
B,K242,1870,매탄권선,5,원천리천
B,K243,1871,수원시청,1,국민체육진흥공단
B,K243,1871,수원시청,1,경기도여성비전센터
B,K243,1871,수원시청,10,국민연금공단
B,K243,1871,수원시청,10,경기도문화의전당
B,K243,1871,수원시청,2,경인지방통계청
B,K243,1871,수원시청,2,국민건강보험공단
B,K243,1871,수원시청,3,사학연금공단
B,K243,1871,수원시청,3,대한적십자사
B,K243,1871,수원시청,4,수원올림픽공원
B,K243,1871,수원시청,4,권선파출소
B,K243,1871,수원시청,5,권선동우체국
B,K243,1871,수원시청,5,권선119안전센터
B,K243,1871,수원시청,6,시청사거리
B,K243,1871,수원시청,6,한국장애인고용공단
B,K243,1871,수원시청,7,수원시청
B,K243,1871,수원시청,7,수원시의회
B,K243,1871,수원시청,8,동수원우체국
B,K243,1871,수원시청,8,KBS수원센터
B,K243,1871,수원시청,9,한국토지주택공사
B,K243,1871,수원시청,9,대한지적공사
B,K243,1871,수원시청,9,신용보증기금
B,K244,1872,매교,1,권선초등학교
B,K244,1872,매교,1,수원시청방면
B,K244,1872,매교,2,정조사거리
B,K244,1872,매교,3,수원세류동우체국
B,K244,1872,매교,3,세류3동주민센터
B,K244,1872,매교,4,세류초등학교
B,K244,1872,매교,4,세류1동주민센터
B,K244,1872,매교,5,수원천
B,K244,1872,매교,5,세곡사거리
B,K244,1872,매교,6,매교동주민센터
B,K244,1872,매교,6,유천파출소
B,K244,1872,매교,7,수원고등학교
B,K244,1872,매교,7,수원중학교
B,K244,1872,매교,8,솔밭사거리
SU,K251,1878,달월,1,버스정류장
SU,K251,1878,달월,2,주차장
SU,K252,1879,월곶,1,월곶중앙로
SU,K252,1879,월곶,1,월곶중학교
SU,K252,1879,월곶,1,월곶초등학교
SU,K252,1879,월곶,1,월곶출장소
SU,K252,1879,월곶,1,월곶문화센터
SU,K252,1879,월곶,1,풍림아이원1~4차아파트
SU,K253,1880,소래포구,1,논현고잔동주민센터
SU,K253,1880,소래포구,1,원동초등학교
SU,K253,1880,소래포구,1,고잔중학교
SU,K253,1880,소래포구,1,힐스테이트아파트
SU,K253,1880,소래포구,1,에코메트로 5단지아파트
SU,K253,1880,소래포구,1,에코메트로 12단지아파트
SU,K253,1880,소래포구,2,논현고등학교
SU,K253,1880,소래포구,2,논현초등학교
SU,K253,1880,소래포구,2,소래초등학교
SU,K253,1880,소래포구,2,장도초등학교
SU,K253,1880,소래포구,2,논현중학교
SU,K253,1880,소래포구,2,냇마을신영지웰아파트
SU,K253,1880,소래포구,2,뜨란채8단지
SU,K253,1880,소래포구,2,논현웰카운티
SU,K253,1880,소래포구,2,논현주공뜨란채11단지
SU,K254,1881,인천논현,1,원동초등학교
SU,K254,1881,인천논현,1,고잔중학교
SU,K254,1881,인천논현,1,인천소래휴먼시아3단지
SU,K254,1881,인천논현,1,힐스테이트아파트
SU,K254,1881,인천논현,1,논현고잔동주민센터
SU,K254,1881,인천논현,2,송천초등학교
SU,K254,1881,인천논현,2,송천고등학교
SU,K254,1881,인천논현,2,소래휴먼시아1단지아파트
SU,K254,1881,인천논현,2,소래도서관
SU,K254,1881,인천논현,2,남동문화예술회관
SU,K254,1881,인천논현,3,동방초등학교
SU,K254,1881,인천논현,3,동방중학교
SU,K254,1881,인천논현,3,논현2동주민센터
SU,K254,1881,인천논현,3,호구포근린공원
SU,K254,1881,인천논현,3,휴먼시아5단지아파트
SU,K254,1881,인천논현,3,꿈에그린6단지아파트
SU,K254,1881,인천논현,4,은봉초등학교
SU,K254,1881,인천논현,4,논현고등학교
SU,K254,1881,인천논현,4,남동고등학교
SU,K254,1881,인천논현,4,신일해피트리7단지아파트
SU,K254,1881,인천논현,4,냇마을신영지웰아파트
SU,K254,1881,인천논현,4,뜨란채8단지
SU,K254,1881,인천논현,4,온현1동주민센터
SU,K255,1882,호구포,1,호구포길사거리
SU,K255,1882,호구포,1,청능대로
SU,K255,1882,호구포,2,논현포대근린공원
SU,K255,1882,호구포,2,논현2동주민센터
SU,K255,1882,호구포,2,논현포대
SU,K255,1882,호구포,2,인천동방초등학교
SU,K255,1882,호구포,2,인천동방중학교
SU,K256,1883,남동인더스파크,1,인천공단소방서
SU,K256,1883,남동인더스파크,1,한국산업단지공단인천지역본부
SU,K256,1883,남동인더스파크,1,남동구출장소
SU,K256,1883,남동인더스파크,1,인천종합비즈니스센터
SU,K256,1883,남동인더스파크,1,대한상공회의소인천인력개발원
SU,K256,1883,남동인더스파크,1,월례공원
SU,K256,1883,남동인더스파크,2,남동공단우체국
SU,K256,1883,남동인더스파크,2,인천상공회의소
SU,K256,1883,남동인더스파크,2,남동공단지구대
SU,K256,1883,남동인더스파크,2,남동공단근린공원
SU,K256,1883,남동인더스파크,2,인천지방중소기업청
SU,K258,1885,연수,1,한국마사회연수지점
SU,K258,1885,연수,1,남구·연수구선거관리위원회
SU,K258,1885,연수,1,용담근린공원
SU,K258,1885,연수,1,연수구보건소
SU,K258,1885,연수,1,연수지구대
SU,K258,1885,연수,1,연수구보훈회관
SU,K258,1885,연수,1,청학중학교
SU,K258,1885,연수,1,늘푸른어린이도서관
SU,K258,1885,연수,1,연화중학교
SU,K258,1885,연수,1,연수고등학교
SU,K258,1885,연수,1,연수2동우편취급국
SU,K258,1885,연수,1,국민건강보험공단인천남부지사연수출장소
SU,K258,1885,연수,1,연수2동주민센터
SU,K258,1885,연수,1,연화초등학교
SU,K258,1885,연수,1,연화중학교
SU,K258,1885,연수,1,연수경찰서
SU,K258,1885,연수,1,연수구청방면
SU,K258,1885,연수,2,문화공원
SU,K258,1885,연수,2,문남초등학교
SU,K258,1885,연수,2,연수1동주민센터
SU,K258,1885,연수,2,연수1치안센터
SU,K258,1885,연수,2,인천연수도서관
SU,K258,1885,연수,2,연수중학교
SU,K258,1885,연수,2,인천중앙초등학교
SU,K258,1885,연수,2,인천생활과학고등학교
SU,K258,1885,연수,2,인천함박초등학교
SU,K258,1885,연수,2,인천사할린동포복지회관
SU,K258,1885,연수,2,대학공원
SU,K258,1885,연수,2,경인의료재활센터병원
SU,K259,1886,송도,1,옥련치안센터
SU,K259,1886,송도,1,송도초등학교
SU,K259,1886,송도,1,옥련1동주민센터
SU,K259,1886,송도,1,옥련중학교
SU,K259,1886,송도,1,능허대중학교
SU,K259,1886,송도,1,옥련여자고등학교
1,115,1901,방학,1,도봉소방서
1,115,1901,방학,1,방학1동사무소
1,115,1901,방학,1,방학1동파출소
1,115,1901,방학,1,방학우체국
1,115,1901,방학,1,오봉초등학교
1,115,1901,방학,1,신도봉시장
1,115,1901,방학,1,한국통신
1,115,1901,방학,2,도봉2동사무소
1,115,1901,방학,2,도봉구청
1,115,1901,방학,2,도봉중학교
1,115,1901,방학,2,롯데마트
1,115,1901,방학,2,도봉2파출소
1,115,1901,방학,3,도봉2동사무소
1,115,1901,방학,3,도봉소방서
1,115,1901,방학,3,도봉정보산업고등학교
1,115,1901,방학,3,방학1동사무소
1,115,1901,방학,3,방학1동파출소
1,115,1901,방학,3,방학우체국
1,115,1901,방학,3,창도초등학교
1,115,1901,방학,3,창동중학교
1,115,1901,방학,3,대상/래미안아파트
1,115,1901,방학,3,도봉2동파출소
1,115,1901,방학,3,한국통신
1,114,1902,도봉,1,도봉1동사무소
1,114,1902,도봉,1,도봉1동우체국
1,114,1902,도봉,1,도봉1동파출소
1,114,1902,도봉,1,북서울중학교
1,114,1902,도봉,3,도봉1동사무소
1,113,1903,도봉산,1,도봉1동우체국
1,113,1903,도봉산,1,도봉산 입구
1,113,1903,도봉산,1,도봉산 환승주차장
1,113,1903,도봉산,1,서울가든아파트
1,113,1903,도봉산,1,서울인강학교
1,113,1903,도봉산,1,시네마큐 자동차극장
1,113,1903,도봉산,1,도봉고등학교
1,113,1903,도봉산,1,도봉산역삼거리
1,113,1903,도봉산,2,도봉시민아파트
1,113,1903,도봉산,2,한신아파트
1,113,1903,도봉산,2,도봉구청 수방자재창고
1,113,1903,도봉산,2,중랑천방면
1,113,1903,도봉산,2,누원고등학교
1,113,1903,도봉산,2,서울창포원
1,113,1903,도봉산,2,누원초등학교
1,112,1904,망월사,1,중랑천
1,112,1904,망월사,1,농협
1,112,1904,망월사,2,예비군훈련장
1,112,1904,망월사,2,망월사
1,112,1904,망월사,2,신흥대학
1,112,1904,망월사,2,호암초등학교
1,112,1904,망월사,2,호원동사무소
1,112,1904,망월사,2,회룡초등학교
1,112,1904,망월사,3,신흥대학
1,112,1904,망월사,3,호암초등학교
1,112,1904,망월사,3,호원고등학교
1,112,1904,망월사,3,호원동사무소
1,111,1905,회룡,1,병무청
1,111,1905,회룡,1,중랑천
1,111,1905,회룡,2,회룡사
1,111,1905,회룡,2,등산로
1,111,1905,회룡,2,회룡천
1,111,1905,회룡,2,호원초등학교
1,111,1905,회룡,2,신일유토빌
1,111,1905,회룡,2,호원중학교
1,110,1906,의정부,1,시외버스터미널
1,110,1906,의정부,1,의정부백병원
1,110,1906,의정부,1,병무청
1,110,1906,의정부,1,동부광장
1,110,1906,의정부,2,서부광장
1,110,1906,의정부,2,의정부전화국
1,110,1906,의정부,2,검찰청
1,110,1906,의정부,2,경기도제2청사
1,110,1906,의정부,2,국민건강보험공단
1,110,1906,의정부,2,근로복지공단
1,110,1906,의정부,2,의정부경찰서
1,110,1906,의정부,2,의정부소방서
1,110,1906,의정부,2,의정부시청
1,110,1906,의정부,2,의정부의료원
1,109,1907,가능,1,가능1동주민센터
1,109,1907,가능,1,의정부중학교
1,109,1907,가능,1,의정부여자중학교
1,109,1907,가능,1,의정부여자고등학교
1,109,1907,가능,1,의정부경찰서
1,109,1907,가능,1,가능초등학교
1,109,1907,가능,2,의정부1동성당
1,109,1907,가능,3,중앙초등학교
1,109,1907,가능,3,배영초등학교
1,109,1907,가능,3,의정부1동주민센터
1,108,1908,녹양,1,녹양동사무소
1,108,1908,녹양,1,의정부북부지방법원
1,108,1908,녹양,1,의정부지방검찰청
1,108,1908,녹양,1,신천종합병원
1,108,1908,녹양,1,녹양초등학교
1,108,1908,녹양,1,녹양도서관
1,108,1908,녹양,1,녹양주공휴먼시아아파트
1,108,1908,녹양,1,의정부광동고등학교
1,108,1908,녹양,2,녹양공원
1,107,1909,양주,1,남방우체국
1,107,1909,양주,1,양주1동주민센터
1,107,1909,양주,1,하나로마트
1,107,1909,양주,1,남방1동주민센터
1,107,1909,양주,2,평화로
1,106,1910,덕계,1,덕계중학교
1,106,1910,덕계,1,덕산초등학교
1,106,1910,덕계,2,삼희아파트
1,106,1910,덕계,2,도둔초등학교
1,105,1911,덕정,1,덕정초등학교
1,105,1911,덕정,1,덕정우체국
1,105,1911,덕정,1,덕정중학교
1,105,1911,덕정,1,양주시립도서관
1,105,1911,덕정,1,회천1동주민센터
1,104,1912,지행,1,이담초등학교
1,104,1912,지행,1,동두천양주교육청
1,104,1912,지행,1,동두천소방서
1,104,1912,지행,1,꿈나무공원
1,104,1912,지행,1,송내중앙중학교
1,104,1912,지행,2,지행우체국
1,104,1912,지행,2,생연중학교
1,104,1912,지행,3,동두천등기소
1,104,1912,지행,3,동두천외국어고등학교
1,104,1912,지행,3,의정부지방법원
1,104,1912,지행,3,동두천경찰서
1,104,1912,지행,4,지행초등학교
1,104,1912,지행,4,한국전력공사
1,104,1912,지행,4,동두천중앙고등학교
1,104,1912,지행,4,동두천중앙중학교
1,103,1913,동두천중앙,1,생연우체국
1,103,1913,동두천중앙,1,시외버스터미널
1,103,1913,동두천중앙,1,사동초등학교
1,103,1913,동두천중앙,1,중앙재래시장
1,103,1913,동두천중앙,1,어수사거리
1,103,1913,동두천중앙,2,주차장
1,103,1913,동두천중앙,3,동두천시청
1,103,1913,동두천중앙,3,동두천기상대
1,103,1913,동두천중앙,3,동두천정보산업고등학교
1,103,1913,동두천중앙,3,동두천초등학교
1,103,1913,동두천중앙,3,동두천중학교
1,103,1913,동두천중앙,3,동두천여자중학교
1,103,1913,동두천중앙,3,동두천고등학교
1,103,1913,동두천중앙,4,주차장
1,103,1913,동두천중앙,4,생연초등학교
1,102,1914,보산,1,보산초등학교
1,102,1914,보산,1,보산동사무소
1,102,1914,보산,1,보영여자중학교
1,102,1914,보산,1,보영여자고등학교
1,102,1914,보산,2,보산관광특구
1,102,1914,보산,2,한미우호광장
1,102,1914,보산,2,농협보산지점
1,102,1914,보산,2,새마을금고
1,102,1914,보산,2,동두천우체국
1,101,1915,동두천,1,소요파출소
1,101,1915,동두천,1,소요동사무소
1,101,1915,동두천,1,동안치안센터
1,101,1915,동두천,2,동보초등학교
1,101,1915,동두천,2,신창비바페밀리아파트
1,100,1916,소요산,1,소요소방파출소
1,100,1916,소요산,1,소요산유원지
1,100,1916,소요산,1,소요산사거리
3,309,1948,원흥,1,고양중학교
3,309,1948,원흥,1,고양중학교
3,309,1948,원흥,2,원흥삼거리방면
3,309,1948,원흥,2,원흥삼거리방면
3,309,1948,원흥,3,고양시농업기술센터
3,309,1948,원흥,3,고양시농업기술센터
3,309,1948,원흥,4,가시골입구사거리
3,309,1948,원흥,4,가시골입구사거리
3,309,1948,원흥,5,농협대학교방면
3,309,1948,원흥,5,농협대학교방면
3,309,1948,원흥,6,주차장
3,309,1948,원흥,6,주차장
3,309,1948,원흥,7,명현학교
3,309,1948,원흥,7,명현학교
3,309,1948,원흥,8,삼송초등학교방면
3,309,1948,원흥,8,삼송초등학교방면
3,318,1950,삼송,4,신도동사무소
3,318,1950,삼송,4,신도우체국
3,318,1950,삼송,5,고양종합고등학교
3,318,1950,삼송,5,농협대학교
3,318,1950,삼송,8,삼송초등학교
3,317,1951,원당,1,원당농협성내지소
3,317,1951,원당,2,원당농협성내지소
3,317,1951,원당,4,성라초등학교
3,317,1951,원당,4,원당사회복지관
3,317,1951,원당,5,고양시청
3,317,1951,원당,5,덕양보건소
3,317,1951,원당,6,고양교육청
3,317,1951,원당,6,고양시의회
3,317,1951,원당,6,고양시청
3,317,1951,원당,6,등기소
3,317,1951,원당,6,성사1동사무소
3,317,1951,원당,6,우체국
3,316,1952,화정,1,백양초등학교
3,316,1952,화정,1,지도초.중.고교
3,316,1952,화정,1,화정버스터미널
3,316,1952,화정,2,고양경찰서
3,316,1952,화정,3,명지병원
3,316,1952,화정,3,보건소
3,316,1952,화정,3,용정초등학교
3,316,1952,화정,3,화정고등학교
3,316,1952,화정,4,고양덕양우체국
3,316,1952,화정,4,덕양구청
3,315,1953,대곡,1,능곡초교
3,315,1953,대곡,1,대림아파트
3,315,1953,대곡,2,서울/화정방면 버스정류장
3,315,1953,대곡,3,백석역방면
3,315,1953,대곡,4,일산방면 버스정류장
3,315,1953,대곡,5,대곡초교
3,315,1953,대곡,5,한국수자원공사
3,314,1954,백석,3,백석중학교
3,314,1954,백석,3,백신고등학교
3,314,1954,백석,4,YMCA복지관
3,314,1954,백석,4,그레이스병원
3,314,1954,백석,4,백신초등학교
3,314,1954,백석,5,이마트
3,314,1954,백석,6,백석동사무소
3,314,1954,백석,7,일산병원
3,314,1954,백석,7,한국지역난방공사
3,313,1955,마두,1,일산제일병원
3,313,1955,마두,1,장항2동사무소
3,313,1955,마두,1,장항파출소
3,313,1955,마두,2,호수초등학교
3,313,1955,마두,3,한국토지공사
3,313,1955,마두,4,사법연수원
3,313,1955,마두,6,낙민초등학교
3,313,1955,마두,6,마두2동사무소
3,313,1955,마두,7,마두공원
3,313,1955,마두,7,마두파출소
3,313,1955,마두,8,금계초등학교
3,313,1955,마두,8,백석고등학교
3,313,1955,마두,8,백신중학교
3,313,1955,마두,8,이마트
3,312,1956,정발산,2,고양세무서
3,312,1956,정발산,2,롯데백화점
3,312,1956,정발산,2,일산우체국
3,312,1956,정발산,3,고양교육청
3,312,1956,정발산,3,일산경찰서
3,312,1956,정발산,3,정발산공원
3,312,1956,정발산,4,일산동구청
3,311,1957,주엽,2,주엽공고
3,311,1957,주엽,2,주엽초등학교
3,311,1957,주엽,3,고양소방서
3,311,1957,주엽,3,한수초.중교
3,311,1957,주엽,5,그랜드백화점
3,311,1957,주엽,5,문촌초등학교
3,311,1957,주엽,5,주엽고등학교
3,311,1957,주엽,6,문화초등학교
3,311,1957,주엽,6,오마초등학교
3,311,1957,주엽,6,주엽2동사무소
3,311,1957,주엽,6,주엽2동파출소
3,311,1957,주엽,7,강선초등학교
3,311,1957,주엽,7,문화초등학교
3,311,1957,주엽,7,발산중학교
3,311,1957,주엽,7,신일초등학교
3,311,1957,주엽,7,일산정보산업고등학교
3,311,1957,주엽,7,주엽1동사무소
3,311,1957,주엽,8,발산중학교
3,311,1957,주엽,8,주엽1동사무소
3,310,1958,대화,1,인제대학교일산백병원
3,310,1958,대화,1,장촌초등학교
3,310,1958,대화,2,교통개발연구원
3,310,1958,대화,2,대화중학교
3,310,1958,대화,2,시설안전기술공단
3,310,1958,대화,3,고양종합운동장
3,310,1958,대화,3,교통개발연구원
3,310,1958,대화,3,시설안전기술공단
3,310,1958,대화,5,대진고등학교
3,310,1958,대화,5,장성초.중학교
3,310,1958,대화,6,주엽고등학교
3,310,1958,대화,6,일산서구청
5,510,2511,방화,1,강서공업고등학교(350)
5,510,2511,방화,1,국립국어연구원(220)
5,510,2511,방화,1,그린아파트(600)
5,510,2511,방화,1,방화3동사무소(200)
5,510,2511,방화,1,방화3파출소(220)
5,510,2511,방화,1,방화소방파출소(280)
5,510,2511,방화,1,방화아파트(3
5,510,2511,방화,1,방화우체국(300)
5,510,2511,방화,1,삼익아파트(280)
5,510,2511,방화,1,삼환아파트(150)
5,510,2511,방화,1,신안아파트(370)
5,510,2511,방화,1,청솔아파트(200)
5,510,2511,방화,1,치현초등학교(220)
5,510,2511,방화,2,근린공원(420)
5,510,2511,방화,2,방신시장(590)
5,510,2511,방화,2,방화 3동파출소(380)
5,510,2511,방화,2,방화1동사무소(650)
5,510,2511,방화,2,서광아파트(580)
5,510,2511,방화,2,정곡마을(500)
5,510,2511,방화,2,치현마을(500)
5,510,2511,방화,3,개화아파트(370)
5,510,2511,방화,3,국제청소년센터(330)
5,510,2511,방화,3,능마을(500)
5,510,2511,방화,3,동성아파트(270)
5,510,2511,방화,3,방원중학교(300)
5,510,2511,방화,3,방화아파트(7
5,510,2511,방화,3,방화아파트(9
5,510,2511,방화,3,신안아파트(380)
5,510,2511,방화,3,영신교회(650)
5,510,2511,방화,3,진로아파트(150)
5,510,2511,방화,3,한서고등학교(400)
5,510,2511,방화,4,느티공원(280)
5,510,2511,방화,4,방화6종합사회복지관(220)
5,510,2511,방화,4,방화아파트(5.6단지)(150)
5,510,2511,방화,4,삼정중학교(350)
5,510,2511,방화,4,삼정초등학교(350)
5,511,2512,개화산,1,공항고등학교(400)
5,511,2512,개화산,1,방화1동사무소
5,511,2512,개화산,1,방화2동
5,511,2512,개화산,1,방화2동사무소(650)
